voice_mail_plan,voice_mail_messages,international_mins,customer_service_calls,international_plan,international_calls,international_charge,total_charge,churn
0,0,10.8,1,0,5,2.92,64.64,0
0,0,10.9,0,1,4,2.94,59.37,0
0,0,10,1,0,7,2.7,56.53,0
1,33,11.6,0,0,5,3.13,74.54,0
0,0,9.6,2,0,6,2.59,50.5,0
1,26,11.1,1,1,3,3,57.42,0
0,0,9.5,2,0,4,2.57,39.66,0
0,0,12.5,2,1,8,3.38,70.76,0
0,0,11.3,3,0,11,3.05,67.12,0
0,0,10.2,2,0,2,2.75,56.62,0
0,0,13,1,0,2,3.51,63.91,0
0,0,12.1,0,0,5,3.27,56.26,0
1,35,6.9,1,0,4,1.86,71.81,0
0,0,7.4,1,0,10,2,73.54,0
0,0,13,2,0,3,3.51,61.33,0
0,0,11.2,2,0,2,3.02,64.22,0
0,0,6.7,1,0,8,1.81,52.81,0
0,0,10.3,1,0,3,2.78,54.56,0
0,0,10.6,0,0,2,2.86,60.04,0
0,0,10.9,0,0,4,2.94,63.76,0
0,0,6.8,1,0,1,1.84,60.11,0
0,0,11.2,0,0,4,3.02,64.27,0
0,0,10.3,1,0,5,2.78,37.86,0
0,0,8.8,3,0,5,2.38,50.74,0
0,0,7.8,2,0,4,2.11,58.34,0
0,0,13.1,2,0,1,3.54,61.8,0
0,0,7.3,0,0,5,1.97,47.73,0
1,24,11.6,2,0,3,3.13,39.7,0
0,0,2.9,2,0,7,0.78,52,0
1,29,15,1,0,5,4.05,67.48,0
1,37,13,0,0,4,3.51,65.36,0
0,0,14,3,0,6,3.78,60.79,0
1,31,11.8,1,0,5,3.19,65.38,0
0,0,13,1,0,3,3.51,57.29,0
0,0,7.3,2,0,4,1.97,60.83,0
0,0,9.7,3,0,4,2.62,41.29,0
1,27,10.9,1,0,1,2.94,48.74,0
0,0,5.4,1,0,9,1.46,37.54,0
0,0,5.3,2,0,6,1.43,57.04,0
0,0,9.4,2,0,2,2.54,72.89,0
1,29,9,2,1,3,2.43,47.45,0
1,34,6.1,1,0,10,1.65,53.9,0
1,10,11.5,0,0,4,3.11,65.45,0
0,0,3.1,2,0,1,0.84,65.12,0
0,0,8.5,2,0,4,2.3,69.16,0
0,0,8.4,1,0,6,2.27,52.48,0
0,0,14,2,0,3,3.78,43.06,0
1,16,10.4,1,1,3,2.81,60.47,0
0,0,6.8,2,0,3,1.84,46.96,0
0,0,11.2,3,0,8,3.02,51.07,0
0,0,10.6,1,0,4,2.86,59.73,0
0,0,9.8,0,0,5,2.65,47.71,0
0,0,9.6,1,0,3,2.59,58.87,0
0,0,6.8,3,1,3,1.84,50.42,0
1,27,11.1,4,0,3,3,66.98,0
0,0,13,1,0,7,3.51,64.44,0
0,0,11.8,2,0,3,3.19,67.86,0
1,22,11.4,2,0,5,3.08,58.61,0
1,28,9.9,3,0,4,2.67,39.44,0
0,0,8.6,3,0,7,2.32,62.64,0
0,0,10.2,2,0,6,2.75,59.53,0
1,24,12.1,0,0,9,3.27,58.87,0
0,0,11,6,0,4,2.97,57.39,0
0,0,15.5,2,0,5,4.19,49.72,0
0,0,12.1,1,0,5,3.27,61.19,0
0,0,10.5,1,0,2,2.84,51.09,0
0,0,10.2,2,0,6,2.75,71.96,0
0,0,7.6,2,0,5,2.05,62.01,0
1,25,17.6,2,0,5,4.75,69.8,0
0,0,7.8,2,1,3,2.11,60.46,0
0,0,12.4,0,0,5,3.35,44.87,0
0,0,11,1,0,5,2.97,54.29,0
0,0,10,2,0,1,2.7,63.78,0
1,13,9.7,1,0,3,2.62,61.37,0
0,0,14.4,2,0,6,3.89,69.65,0
0,0,9.3,2,0,3,2.51,59.6,0
0,0,13.7,0,0,7,3.7,52.91,0
0,0,11.4,2,0,3,3.08,63.21,0
0,0,8.6,2,0,4,2.32,52.27,0
0,0,10.9,1,0,3,2.94,70.72,0
1,29,8.8,2,0,5,2.38,58.55,0
0,0,11.3,1,0,6,3.05,52.44,0
0,0,12.8,0,0,3,3.46,63.15,0
1,20,13.3,5,0,3,3.59,74.08,0
0,0,14.4,3,0,4,3.89,41.92,0
0,0,7.2,1,0,4,1.94,68.62,0
0,0,6.4,1,0,6,1.73,53.53,0
0,0,10.6,1,0,6,2.86,28.73,0
1,28,6.7,1,0,3,1.81,53.67,0
0,0,11.3,0,0,4,3.05,47.52,0
0,0,2.6,1,0,6,0.7,60.84,0
1,33,13.5,1,0,3,3.65,68.8,0
0,0,9.4,4,0,5,2.54,72.1,0
1,26,9,1,0,9,2.43,71.76,0
0,0,8.7,3,0,3,2.35,62.24,0
1,31,8.7,0,0,4,2.35,81.17,0
1,37,10,1,0,4,2.7,64.29,0
1,16,11.3,0,0,7,3.05,53.76,0
0,0,12.2,3,0,4,3.29,69.68,0
0,0,8.7,1,0,10,2.35,58.54,0
0,0,11.7,2,0,2,3.16,58.59,0
0,0,7.6,2,0,3,2.05,51.07,0
1,31,9.9,4,0,2,2.67,71.01,0
0,0,7.7,0,1,7,2.08,64.28,0
0,0,5.9,3,0,2,1.59,55.59,0
0,0,13.3,0,0,4,3.59,57.87,0
0,0,8.4,1,0,4,2.27,65.61,0
0,0,9.5,1,0,5,2.57,48.26,0
1,25,13.4,2,0,6,3.62,60.19,0
1,38,8.3,0,0,4,2.24,67.34,0
0,0,12.6,3,0,4,3.4,57.98,0
0,0,12.6,2,0,5,3.4,53.56,0
0,0,11.8,1,0,3,3.19,55.75,0
1,42,10.4,0,0,7,2.81,54.49,0
0,0,6.6,3,0,4,1.78,70.13,0
0,0,8.8,0,0,4,2.38,56.05,0
0,0,11.9,0,0,1,3.21,64.88,0
0,0,10.5,2,0,2,2.84,49.4,0
1,31,9.1,1,1,3,2.46,67.17,0
0,0,7.4,0,0,4,2,54.03,0
0,0,6.6,0,0,4,1.78,46.29,0
0,0,10.2,1,0,6,2.75,61.76,0
0,0,12.9,2,0,4,3.48,47.38,0
0,0,8.8,1,0,5,2.38,38.42,0
1,27,8,0,0,4,2.16,68.59,0
0,0,8.8,0,0,3,2.38,63.1,0
0,0,17,2,0,6,4.59,54.67,0
0,0,11.5,2,0,6,3.11,57.86,0
0,0,10.1,2,0,4,2.73,32.49,0
1,32,11,0,0,9,2.97,48.34,0
0,0,11.1,3,0,3,3,50.8,0
0,0,6,1,0,5,1.62,70.31,0
1,33,10.9,3,0,3,2.94,75.1,0
0,0,12.1,1,0,3,3.27,61.26,0
0,0,8.9,0,1,4,2.4,62.19,0
1,25,13.5,3,0,2,3.65,72.45,0
0,0,10.8,1,0,2,2.92,62.96,0
0,0,9.2,0,0,3,2.48,57.95,0
0,0,11.5,3,0,4,3.11,67.92,0
1,35,11.6,3,0,4,3.13,67.25,0
0,0,7,2,0,4,1.89,53.15,0
0,0,12.9,1,1,4,3.48,50.3,0
0,0,6.3,3,0,3,1.7,59.55,0
0,0,11.5,0,0,7,3.11,62.96,0
1,30,8.7,3,0,6,2.35,78.33,0
0,0,11.7,1,0,4,3.16,51.05,0
1,35,10.6,5,0,6,2.86,76.78,0
0,0,8.2,1,0,1,2.21,56.72,0
0,0,14,0,0,2,3.78,68.08,0
0,0,8.4,1,0,6,2.27,49.45,0
0,0,8.9,1,0,2,2.4,50.08,0
0,0,10.6,1,0,2,2.86,54.92,0
0,0,10.5,1,0,4,2.84,54.83,0
0,0,8.2,2,0,4,2.21,51.27,0
0,0,10,3,0,4,2.7,40.57,0
1,37,11.6,1,0,5,3.13,66.43,0
0,0,8.3,4,0,6,2.24,68.38,0
0,0,11.2,2,0,3,3.02,51.51,0
0,0,8.9,1,0,4,2.4,43.62,0
1,17,12.6,0,0,7,3.4,61.32,0
0,0,7.1,0,0,7,1.92,53.78,0
0,0,10.2,2,0,2,2.75,57.52,0
0,0,8.2,1,0,8,2.21,62.03,0
0,0,4.6,2,0,4,1.24,51.6,0
1,20,11.3,2,0,3,3.05,75.69,0
0,0,9.6,0,0,5,2.59,66.52,0
0,0,8.7,0,0,4,2.35,43.32,0
0,0,3.4,2,0,4,0.92,56.66,0
0,0,12.8,0,0,4,3.46,57.7,0
0,0,11.7,1,1,4,3.16,53.98,0
0,0,12.5,2,0,8,3.38,72.87,0
0,0,14.6,0,0,8,3.94,43.32,0
1,31,13.1,1,0,4,3.54,52.44,0
0,0,9.4,2,0,3,2.54,64.56,0
0,0,10.5,3,0,3,2.84,38.93,0
0,0,0,3,0,0,0,65.04,0
0,0,13.3,0,0,3,3.59,48.66,0
1,33,13.7,0,0,4,3.7,61.35,0
1,29,11.5,1,0,5,3.11,70.22,0
1,45,14,1,0,5,3.78,50.6,0
0,0,6.6,3,0,5,1.78,70.75,0
0,0,7.6,1,0,7,2.05,65.26,0
0,0,9.9,4,0,4,2.67,57.19,0
0,0,18.2,1,0,3,4.91,66.85,0
0,0,10.1,2,0,3,2.73,57.43,0
0,0,10.2,0,0,2,2.75,69.99,0
0,0,8.4,0,1,5,2.27,59.66,0
0,0,10.4,2,0,4,2.81,41.43,0
0,0,12.6,3,0,7,3.4,58.74,0
0,0,11.8,2,0,1,3.19,59.41,0
1,22,7.6,1,0,5,2.05,57.64,0
0,0,10.9,0,0,8,2.94,47.16,0
1,30,9.6,2,0,2,2.59,52.31,0
0,0,6.4,0,1,3,1.73,71.43,0
0,0,13.9,0,0,2,3.75,72.46,0
0,0,12.2,0,0,5,3.29,62.51,0
1,19,10.8,2,0,6,2.92,56.27,0
0,0,11,1,0,7,2.97,57.9,0
1,25,8.3,0,0,8,2.24,39.97,0
0,0,11.2,3,0,5,3.02,60.06,0
0,0,14.3,4,0,2,3.86,67.72,0
0,0,10.6,2,1,3,2.86,64.6,0
0,0,11.5,1,0,3,3.11,54.2,0
0,0,11.2,1,0,5,3.02,50.91,0
1,39,8.4,0,1,4,2.27,56.62,0
0,0,13,2,0,7,3.51,43.72,0
0,0,15.5,1,0,4,4.19,61.71,0
0,0,9.2,2,0,4,2.48,59.88,0
0,0,10.5,1,0,2,2.84,65.04,0
1,8,8.7,2,0,2,2.35,49.42,0
0,0,10.9,0,0,6,2.94,45.07,0
0,0,9.3,1,0,5,2.51,60.42,0
0,0,14.8,0,0,9,4,67.71,0
0,0,11.9,2,0,5,3.21,59.45,0
0,0,9.3,2,0,4,2.51,41.67,0
0,0,11,0,0,5,2.97,63.58,0
1,36,15.2,2,0,6,4.1,46.16,0
1,15,6.4,1,0,3,1.73,45.49,0
1,28,8.6,2,0,6,2.32,45.44,0
0,0,13.1,1,0,6,3.54,54.11,0
0,0,9.5,2,0,3,2.57,57.16,0
1,21,10,2,0,5,2.7,71.47,0
1,40,15.6,0,0,3,4.21,56.03,0
1,31,10.2,1,0,4,2.75,57.15,0
0,0,12.1,2,0,3,3.27,65.9,0
0,0,11.3,0,0,4,3.05,41.06,0
1,23,10.3,1,0,6,2.78,87.03,0
0,0,13.3,1,0,2,3.59,65.67,0
0,0,11,2,0,5,2.97,65.73,0
0,0,14.6,1,0,4,3.94,57.09,0
0,0,7,0,0,6,1.89,60.4,0
1,13,12.1,1,0,4,3.27,55.82,0
1,34,4.7,3,0,3,1.27,66.73,0
0,0,11,0,0,5,2.97,41.58,0
0,0,11.6,1,0,5,3.13,60.51,0
0,0,11.6,2,0,6,3.13,54.66,0
0,0,12.9,1,0,4,3.48,58.65,0
0,0,13.8,3,0,3,3.73,60.55,0
0,0,7.6,3,0,6,2.05,69.28,0
0,0,11.9,1,0,6,3.21,52.98,0
0,0,13.7,1,0,6,3.7,54.94,0
1,38,10,1,0,8,2.7,64.57,0
0,0,9.7,1,0,4,2.62,50.28,0
0,0,7.1,1,0,6,1.92,47.42,0
0,0,10.4,4,0,6,2.81,66.93,0
1,45,12.2,1,0,2,3.29,61.36,0
1,23,8.8,1,0,4,2.38,73.54,0
0,0,14.7,4,0,7,3.97,64.85,0
0,0,9.8,2,0,5,2.65,45.02,0
0,0,11.5,0,0,5,3.11,64.27,0
0,0,10.9,2,0,4,2.94,55.45,0
1,11,10.1,2,0,4,2.73,58.63,0
1,32,9.4,1,0,2,2.54,39.19,0
0,0,8.3,3,0,5,2.24,56.65,0
1,38,10.5,0,0,2,2.84,44.52,0
0,0,7.7,1,1,6,2.08,58.41,0
0,0,8.3,3,0,2,2.24,50.27,0
0,0,5.6,3,0,4,1.51,63.7,0
1,23,7.4,0,0,3,2,55.05,0
1,40,8.5,0,0,7,2.3,60.06,0
1,22,9.3,0,0,1,2.51,56.61,0
0,0,5.3,1,0,3,1.43,54.47,0
0,0,9.9,1,0,3,2.67,52.77,0
0,0,9.1,1,0,7,2.46,65.67,0
1,34,13.2,1,0,7,3.56,81.34,0
0,0,10.3,3,1,7,2.78,64.53,0
0,0,11.3,1,0,4,3.05,61.58,0
0,0,10.2,2,0,6,2.75,67.8,0
1,30,12.9,2,0,3,3.48,66.89,0
1,39,12.3,0,0,2,3.32,59.74,0
1,17,12,1,0,4,3.24,77.56,0
0,0,5.4,0,0,3,1.46,49.74,0
0,0,9.8,0,0,3,2.65,48.55,0
0,0,6.7,0,0,2,1.81,56.26,0
0,0,9.8,1,0,9,2.65,66.8,0
0,0,9.8,2,0,10,2.65,49.89,0
0,0,8.5,0,0,6,2.3,57.95,0
1,21,8.1,1,0,4,2.19,65.91,0
0,0,8.5,1,0,3,2.3,54.32,0
1,22,7.8,1,0,3,2.11,48.45,0
0,0,10.2,1,0,5,2.75,47.83,0
0,0,13.8,1,0,3,3.73,72.81,0
1,41,9.6,1,0,3,2.59,66.39,0
0,0,13.4,0,0,4,3.62,55.39,0
0,0,16.4,2,0,5,4.43,68.92,0
0,0,9.9,2,0,5,2.67,62.22,0
0,0,13,1,0,1,3.51,50.04,0
0,0,12.5,3,0,9,3.38,55.96,0
0,0,13.2,1,0,4,3.56,68.57,0
0,0,12.6,0,0,3,3.4,50.7,0
1,20,8.7,2,0,3,2.35,56.06,0
0,0,10.9,2,0,3,2.94,35.34,0
0,0,10,2,0,1,2.7,66.92,0
0,0,7.2,3,0,6,1.94,47.11,0
1,42,10.2,0,0,3,2.75,52.16,0
0,0,10.7,0,0,5,2.89,62.52,0
1,19,12.2,2,0,3,3.29,50.94,0
0,0,12.4,0,1,4,3.35,67.63,0
0,0,7.9,2,0,5,2.13,56.05,0
0,0,8.4,2,0,5,2.27,48.33,0
1,28,7.8,1,0,8,2.11,54.33,0
0,0,12.1,1,0,4,3.27,60.74,0
0,0,8.4,2,0,9,2.27,50.85,0
0,0,7.8,3,0,10,2.11,49.59,0
0,0,11.8,1,0,4,3.19,72.55,0
0,0,9.7,0,0,2,2.62,64.96,0
0,0,13.1,2,0,8,3.54,54.81,0
0,0,9.9,3,0,9,2.67,63.41,0
0,0,9.2,2,0,5,2.48,61.59,0
0,0,10.7,2,0,9,2.89,71.02,0
0,0,10.1,1,0,4,2.73,50.72,0
0,0,7.2,2,0,9,1.94,65.7,0
0,0,18,1,0,2,4.86,50.42,0
0,0,6.4,3,0,8,1.73,61.96,0
0,0,14,1,0,7,3.78,52.51,0
1,24,12.9,1,0,1,3.48,39.43,0
0,0,14.2,2,0,2,3.83,49.36,0
1,28,6.9,1,0,3,1.86,71.43,0
0,0,13.2,3,0,4,3.56,54.42,0
0,0,8.2,0,0,5,2.21,52.31,0
0,0,12.2,2,0,5,3.29,59.47,0
0,0,12.7,2,0,4,3.43,57.06,0
1,21,11.9,1,0,7,3.21,57.71,0
0,0,6.6,1,0,4,1.78,58.72,0
0,0,10.9,1,0,3,2.94,61.62,0
0,0,8.9,1,0,2,2.4,68.01,0
0,0,10,6,0,2,2.7,74.03,0
0,0,6.7,2,0,5,1.81,52.55,0
0,0,9.3,2,0,4,2.51,62.02,0
0,0,10.8,2,0,4,2.92,44.08,0
0,0,16.9,0,0,6,4.56,67.65,0
0,0,9.6,0,0,5,2.59,45.98,0
1,29,11.5,1,0,2,3.11,66.18,0
0,0,9,1,0,6,2.43,67.92,0
1,33,7.7,1,0,6,2.08,51.41,0
0,0,8,1,0,11,2.16,53.63,0
0,0,12.1,1,0,4,3.27,50.04,0
0,0,10.7,1,0,8,2.89,55.12,0
0,0,13.5,0,0,2,3.65,45.62,0
0,0,14.4,2,0,8,3.89,58.24,0
0,0,12,3,1,8,3.24,68.68,0
0,0,12.8,3,0,4,3.46,61.66,0
1,43,8.5,1,0,6,2.3,41.79,0
0,0,7.8,2,0,3,2.11,64.17,0
0,0,13.3,1,0,2,3.59,52.5,0
1,33,11.1,2,0,11,3,65.75,0
0,0,8.5,2,0,5,2.3,60.7,0
0,0,11.8,0,0,4,3.19,60.55,0
0,0,7.8,1,0,2,2.11,54.05,0
0,0,8.6,0,0,4,2.32,48.54,0
0,0,7.5,2,0,4,2.03,61.13,0
0,0,12.8,1,0,6,3.46,56.51,0
0,0,11.4,3,0,5,3.08,65.98,0
0,0,9.8,3,0,1,2.65,56.28,0
0,0,11.4,1,0,2,3.08,57.25,0
0,0,8.9,3,0,7,2.4,66.41,0
1,37,12,2,0,9,3.24,58.88,0
0,0,13.9,1,0,4,3.75,56.8,0
1,30,9.3,3,0,7,2.51,61.46,0
0,0,12.8,5,0,3,3.46,62.3,0
0,0,14.3,0,0,9,3.86,54.5,0
0,0,5.8,1,0,5,1.57,44.16,0
0,0,14,2,0,2,3.78,67.3,0
0,0,10.3,1,0,8,2.78,52.93,0
0,0,11.2,1,0,4,3.02,67.25,0
1,30,11.5,1,0,5,3.11,60.69,0
1,13,6.4,2,0,5,1.73,75.67,0
0,0,15.9,3,0,4,4.29,58.69,0
1,38,14.1,2,0,8,3.81,81.19,0
0,0,9.9,3,0,3,2.67,59.23,0
1,46,6.7,4,0,2,1.81,63.46,0
1,24,10.7,1,0,6,2.89,70.9,0
1,37,5.9,1,0,4,1.59,46.51,0
0,0,11.8,0,0,3,3.19,53.9,0
0,0,8.4,2,0,8,2.27,70.2,0
0,0,7.1,1,0,9,1.92,60.51,0
0,0,10.9,1,0,4,2.94,57.27,0
1,33,16,0,0,3,4.32,53.46,0
0,0,10.7,2,0,2,2.89,55.94,0
0,0,11,1,0,7,2.97,66.38,0
1,35,7.5,4,0,16,2.03,61.8,0
1,16,11.6,4,0,2,3.13,56.77,0
0,0,10.9,2,0,7,2.94,66.66,0
0,0,12,2,0,5,3.24,55.35,0
1,27,12.6,2,0,6,3.4,55.68,0
0,0,12.5,1,0,1,3.38,65.29,0
0,0,6.8,4,0,3,1.84,62.1,0
0,0,9.8,2,0,3,2.65,61.19,0
1,22,12.4,2,0,2,3.35,58.31,0
1,35,11.8,1,0,3,3.19,55.29,0
0,0,10.6,0,0,3,2.86,63.56,0
0,0,12.6,2,0,7,3.4,50.81,0
0,0,10,1,0,4,2.7,60.44,0
0,0,6,2,0,6,1.62,56.39,0
0,0,5.9,3,0,9,1.59,61.74,0
0,0,11.4,2,0,9,3.08,57.5,0
1,33,12.2,1,0,4,3.29,73.05,0
1,24,10.8,3,0,3,2.92,79.55,0
1,21,10,1,1,4,2.7,50.49,0
0,0,10.6,3,0,7,2.86,42.6,0
0,0,12.4,0,0,2,3.35,61.23,0
0,0,11.5,5,0,6,3.11,65.41,0
1,23,12.7,1,0,1,3.43,65.84,0
0,0,9.8,1,0,3,2.65,65.98,0
0,0,4.9,2,0,4,1.32,50.6,0
0,0,9.2,3,0,5,2.48,70,0
0,0,9.7,0,0,9,2.62,58.95,0
1,30,12.4,1,0,5,3.35,45.67,0
0,0,6.8,1,0,3,1.84,65.65,0
0,0,10,1,0,5,2.7,61.42,0
0,0,8.9,2,0,1,2.4,70.62,0
0,0,8.9,3,0,5,2.4,71.75,0
0,0,13.5,0,0,7,3.65,68,0
0,0,16.1,2,0,5,4.35,53.88,0
0,0,9.5,0,0,3,2.57,69.17,0
0,0,12.7,2,0,7,3.43,65.63,0
0,0,10.1,3,1,3,2.73,51.19,0
1,27,10,3,0,4,2.7,59.96,0
1,21,8.6,0,0,4,2.32,57.77,0
0,0,1.1,2,0,2,0.3,47.27,0
1,12,9,2,0,6,2.43,60.9,0
0,0,9.5,2,0,5,2.57,52.56,0
0,0,12.8,0,0,6,3.46,48.97,0
0,0,5.7,0,0,9,1.54,60.49,0
0,0,12.1,0,0,8,3.27,69.52,0
0,0,14.4,2,0,6,3.89,72.79,0
0,0,3.3,1,0,3,0.89,62.95,0
1,28,7.7,2,0,3,2.08,57.83,0
0,0,13.2,1,0,4,3.56,64.84,0
0,0,9.8,2,0,7,2.65,63.68,0
0,0,14.1,3,0,3,3.81,59.76,0
1,44,10,2,0,1,2.7,59.22,0
0,0,10,1,0,2,2.7,65.16,0
0,0,15.2,0,0,8,4.1,58.63,0
0,0,7,3,0,7,1.89,70.28,0
0,0,9.7,2,0,4,2.62,60.43,0
0,0,11.6,1,1,4,3.13,72.29,0
0,0,7.3,3,0,3,1.97,61.83,0
0,0,9.8,2,0,7,2.65,53.53,0
1,41,11.9,0,0,5,3.21,65.55,0
0,0,12.4,1,0,4,3.35,66.76,0
0,0,11.6,0,0,5,3.13,45.45,0
0,0,8.3,3,1,3,2.24,64.36,0
1,20,7.9,1,0,5,2.13,54.5,0
0,0,12.1,1,0,13,3.27,33,0
0,0,11.2,2,0,3,3.02,48.75,0
0,0,9.7,4,0,7,2.62,72.82,0
0,0,13.2,0,0,3,3.56,61.54,0
0,0,9,2,0,2,2.43,30.48,0
0,0,10,1,0,3,2.7,65.65,0
0,0,11.6,0,0,2,3.13,57.8,0
1,24,6,2,0,3,1.62,57.66,0
1,30,15.4,1,0,6,4.16,54.81,0
1,28,6.1,1,0,8,1.65,79.62,0
1,50,12.1,2,0,4,3.27,59.81,0
1,38,4.3,0,0,6,1.16,51.69,0
0,0,13.8,1,0,2,3.73,63.48,0
1,19,10,1,0,6,2.7,61.25,0
0,0,10.3,1,0,3,2.78,57.25,0
0,0,9.6,1,0,6,2.59,71.13,0
0,0,10.1,2,0,5,2.73,46.31,0
1,24,13,2,0,9,3.51,44.57,0
0,0,12,0,0,3,3.24,52.75,0
0,0,9.9,2,0,1,2.67,57.54,0
0,0,11.7,0,1,3,3.16,66.93,0
0,0,6.2,2,0,3,1.67,58.58,0
0,0,8.7,2,0,4,2.35,51.2,0
1,27,14.8,1,0,8,4,64.67,0
1,30,11.1,1,1,3,3,56.34,0
0,0,9.9,1,0,2,2.67,62.89,0
0,0,7.5,1,0,3,2.03,52.27,0
1,9,10.8,0,0,9,2.92,54.25,0
0,0,10.3,0,0,1,2.78,61.38,0
0,0,12.4,1,0,2,3.35,69.35,0
1,31,10.7,2,0,1,2.89,69.3,0
0,0,8,2,0,7,2.16,69.52,0
0,0,7.1,1,0,7,1.92,50.26,0
0,0,13.4,3,0,1,3.62,59.17,0
0,0,7.7,2,0,10,2.08,52.48,0
0,0,14.2,1,0,6,3.83,67.82,0
0,0,8.7,1,0,6,2.35,48.32,0
0,0,7.9,0,0,4,2.13,64.2,0
1,39,8.1,3,0,1,2.19,52.12,0
0,0,12.9,2,0,2,3.48,27.77,0
1,23,11.3,1,0,7,3.05,62.47,0
0,0,10.7,0,0,3,2.89,67.08,0
0,0,12.5,2,0,1,3.38,42.49,0
0,0,5.8,2,0,7,1.57,68.95,0
0,0,12,0,0,3,3.24,64.51,0
0,0,12.6,1,0,9,3.4,43.69,0
0,0,10.5,1,0,7,2.84,59.51,0
0,0,9.5,3,0,4,2.57,32.89,0
1,19,8.2,3,0,2,2.21,53.11,0
1,23,14.9,2,0,3,4.02,78.99,0
0,0,10.7,1,0,3,2.89,48.19,0
0,0,10.5,1,1,6,2.84,58.08,0
1,44,12,1,0,2,3.24,46.83,0
0,0,9.1,1,0,2,2.46,51.6,0
1,30,5.7,2,0,3,1.54,47.32,0
1,31,13.2,1,0,6,3.56,60.16,0
1,24,9,1,0,13,2.43,68.57,0
1,30,7.4,0,0,7,2,61.76,0
0,0,12.3,2,0,6,3.32,68.91,0
0,0,10.3,1,0,3,2.78,56.69,0
0,0,8.5,0,0,4,2.3,63.88,0
0,0,11.3,3,0,4,3.05,65.37,0
0,0,9,2,0,3,2.43,66.57,0
0,0,11.6,3,0,3,3.13,62.51,0
1,17,9.1,1,0,2,2.46,61.25,0
0,0,10.8,1,0,6,2.92,45.15,0
0,0,7.2,0,0,2,1.94,73.43,0
1,27,7.7,2,0,4,2.08,53.75,0
1,27,9.1,0,0,3,2.46,40.29,0
0,0,5.5,0,0,3,1.49,69.6,0
0,0,11.1,1,0,4,3,42.02,0
1,27,14.4,2,0,7,3.89,81.98,0
0,0,9.3,1,0,2,2.51,44.66,0
0,0,16.2,0,0,2,4.37,62.61,0
0,0,10,2,0,4,2.7,52.5,0
0,0,10.2,1,0,8,2.75,38.29,0
0,0,9.4,3,0,3,2.54,59.96,0
0,0,6.1,4,0,3,1.65,59.47,0
0,0,14.4,2,0,2,3.89,50.72,0
0,0,10.6,3,0,8,2.86,66.98,0
0,0,9.1,1,0,4,2.46,43.93,0
0,0,13.6,2,0,8,3.67,70.76,0
0,0,11.8,2,0,4,3.19,59.07,0
1,25,11.6,1,0,5,3.13,57.68,0
0,0,3.5,1,0,3,0.95,49.26,0
1,42,11.1,0,0,4,3,67.89,0
0,0,10.8,2,0,5,2.92,52.09,0
1,33,11,2,0,6,2.97,58.48,0
0,0,12.3,3,0,4,3.32,49.05,0
0,0,10.7,1,0,6,2.89,50.53,0
1,23,7.2,2,0,5,1.94,72.58,0
0,0,11.4,1,0,9,3.08,36.46,0
0,0,10.1,1,1,4,2.73,52.98,0
1,27,13.2,4,0,2,3.56,58.81,0
0,0,5.7,0,0,5,1.54,68.26,0
0,0,11.2,0,1,3,3.02,59.88,0
0,0,16.6,2,0,4,4.48,60.1,0
0,0,14.3,2,0,9,3.86,50.44,0
0,0,10.2,2,0,11,2.75,60.85,0
1,26,12.6,1,0,4,3.4,75.37,0
0,0,10.5,1,0,6,2.84,44.08,0
0,0,9.9,1,0,3,2.67,61.85,0
0,0,7.5,3,0,5,2.03,49.43,0
0,0,11.6,2,0,9,3.13,68.69,0
0,0,11.7,1,0,7,3.16,58.6,0
1,33,10.4,3,0,15,2.81,59.07,0
0,0,10.3,2,0,5,2.78,46.27,0
0,0,14.3,1,0,3,3.86,67.88,0
1,35,10.5,2,0,3,2.84,55.05,0
1,41,10.8,0,0,7,2.92,51.91,0
0,0,14,0,0,8,3.78,43.11,0
1,20,9.4,0,0,2,2.54,67.57,0
0,0,10,1,0,6,2.7,39.62,0
0,0,11.5,1,0,4,3.11,57.12,0
0,0,4.5,0,1,4,1.22,67.43,0
0,0,10.1,1,0,4,2.73,67.21,0
1,32,12.2,0,1,4,3.29,60.9,0
0,0,8,0,0,2,2.16,61.56,0
0,0,7.7,1,0,4,2.08,66.28,0
0,0,10,2,0,5,2.7,52.63,0
0,0,8.2,2,0,3,2.21,49.94,0
0,0,4.6,1,0,4,1.24,48.52,0
1,21,8.7,2,0,3,2.35,56.14,0
0,0,10.6,1,0,4,2.86,68.87,0
0,0,8.1,1,0,2,2.19,58.76,0
0,0,10,0,0,4,2.7,59.31,0
0,0,5.6,1,0,2,1.51,66.28,0
1,28,7.4,1,0,3,2,82.3,0
0,0,11.8,2,0,6,3.19,63.52,0
1,19,13.1,4,0,3,3.54,69.55,0
0,0,9.7,3,0,3,2.62,69.69,0
0,0,12.5,0,0,2,3.38,65.09,0
0,0,11.1,2,0,4,3,45.87,0
0,0,11.2,1,0,6,3.02,67.12,0
1,20,8.9,1,0,2,2.4,71.02,0
0,0,9.1,2,0,9,2.46,45.84,0
0,0,11.3,2,0,2,3.05,65.86,0
0,0,9.2,2,0,2,2.48,45.28,0
0,0,6.9,2,0,5,1.86,50.24,0
1,32,6.6,3,0,2,1.78,68.64,0
0,0,10.4,3,0,6,2.81,70.75,0
0,0,6.5,2,0,3,1.76,56.62,0
1,19,9.6,0,0,6,2.59,59.8,0
1,26,10,1,0,2,2.7,50.13,0
